autocoe_actionname,autocoe_desktopflowactionid,autocoe_dlpsupport,importsequencenumber,autocoe_moduledisplayname,autocoe_modulename,autocoe_modulesource,autocoe_selectorid,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
Send keys,9f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.SendKeys.FocusAndSendKeysByInstanceOrHandle,Active,Active,,,4089662,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),44beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionOfScreenWithWindowsOcr,Active,Active,,,4089656,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),41beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionOfScreenWithWindowsOcr,Active,Active,,,4089655,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),40beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnScreenWithOCR,Active,Active,,,4089654,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),9c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnScreenWithWindowsOcr,Active,Active,,,4089653,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),9b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionRelativeToImageOfScreenWithOCR,Active,Active,,,4089652,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),9a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionOfScreenWithOCR,Active,Active,,,4089651,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),999b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionOfScreenWithOCR,Active,Active,,,4089650,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),3fbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionRelativeToImageOfScreenWithWindowsOcr,Active,Active,,,4089649,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),2dbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnScreenWithWindowsOcr,Active,Active,,,4089643,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),989b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionOfScreenWithWindowsOcr,Active,Active,,,4089642,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),2ebeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionOfScreenWithOCR,Active,Active,,,4089641,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),979b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionRelativeToImageOfScreenWithWindowsOcr,Active,Active,,,4089640,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),949b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionRelativeToImageOfScreenWithOCR,Active,Active,,,4089639,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),969b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnScreenWithOCR,Active,Active,,,4089638,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),959b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnScreenWithWindowsOcr,Active,Active,,,4089637,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),2bbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnScreenWithOCR,Active,Active,,,4089636,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),939b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionOfScreenWithOCR,Active,Active,,,4089633,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),919b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionOfScreenWithWindowsOcr,Active,Active,,,4089630,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),929b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionRelativeToImageOfScreenWithTesseractOCR,Active,Active,,,4089629,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),25beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionRelativeToImageOfScreenWithWindowsOcr,Active,Active,,,4089628,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),909b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionRelativeToImageOfScreenWithCustomTesseractOCR,Active,Active,,,4089627,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),23beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnScreenWithWindowsOcr,Active,Active,,,4089626,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),24beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionRelativeToImageOfScreenWithOCR,Active,Active,,,4089625,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnScreenWithOCR,Active,Active,,,4089624,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionRelativeToImageOfScreenWithCustomTesseractOCR,Active,Active,,,4089623,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),1ebeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionOfScreenWithTesseractOCR,Active,Active,,,4089621,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionRelativeToImageOfScreenWithTesseractOCR,Active,Active,,,4089620,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionOfScreenWithCustomTesseractOCR,Active,Active,,,4089619,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnSubregionOfScreenWithTesseractOCR,Active,Active,,,4089618,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),1dbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnSubregionOfScreenWithCustomTesseractOCR,Active,Active,,,4089617,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),1cbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnScreenWithCustomTesseractOCR,Active,Active,,,4089616,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),8a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndClickTextOnScreenWithTesseractOCR,Active,Active,,,4089615,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),899b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnScreenWithTesseractOCR,Active,Active,,,4089612,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),889b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionOfScreenWithCustomTesseractOCR,Active,Active,,,4089611,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),16beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionRelativeToImageOfScreenWithCustomTesseractOCR,Active,Active,,,4089610,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),17beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionOfScreenWithTesseractOCR,Active,Active,,,4089609,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),869b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnScreenWithTesseractOCR,Active,Active,,,4089608,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),849b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnSubregionRelativeToImageOfScreenWithTesseractOCR,Active,Active,,,4089607,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),859b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.WaitForTextToAppearAndMoveMouseToTextOnScreenWithCustomTesseractOCR,Active,Active,,,4089606,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),879b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.ClickTextOnScreenWithCustomTesseractOCR,Active,Active,,,4089605,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to image,839b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToImage.MoveMouseToImageOfSubregion,Active,Active,,,4089603,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),829b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionOfScreenWithTesseractOCR,Active,Active,,,4089602,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),13beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionRelativeToImageOfScreenWithCustomTesseractOCR,Active,Active,,,4089599,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),12beace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnScreenWithCustomTesseractOCR,Active,Active,,,4089598,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to image,819b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToImage.ClickImageOfSubregion,Active,Active,,,4089597,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),7e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnScreenWithTesseractOCR,Active,Active,,,4089596,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),809b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionRelativeToImageOfScreenWithTesseractOCR,Active,Active,,,4089595,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to text on screen (OCR),7f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToTextOnScreenWithOCR.MoveMouseToTextOnSubregionOfScreenWithCustomTesseractOCR,Active,Active,,,4089594,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,0cbeace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeDownloadExcludeFilter,Active,Active,,,4089593,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse,0abeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouse,Active,Active,,,4089592,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,09beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeDownloadAll,Active,Active,,,4089591,40e6dccd-3039-ec11-b6e5-00224805ed01
Get mouse position,0bbeace1-e2ce-ec11-a7b5-00224804cf74,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.GetMousePosition,Active,Active,,,4089590,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to image,7c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToImage.MoveMouseToImage,Active,Active,,,4089589,40e6dccd-3039-ec11-b6e5-00224805ed01
Move mouse to image,7d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.MoveMouseToImage.ClickImage,Active,Active,,,4089588,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,7a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeDownloadIncludeFilter,Active,Active,,,4089587,40e6dccd-3039-ec11-b6e5-00224805ed01
Block Input,7b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Mouse and keyboard,MouseAndKeyboard,Microsoft,MouseAndKeyboard.BlockInput,Active,Active,,,4089586,40e6dccd-3039-ec11-b6e5-00224805ed01
Create FTP directory,06beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.CreateDirectory,Active,Active,,,4089582,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke FTP command,04beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.InvokeCommand,Active,Active,,,4089581,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,05beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeUploadIncludeFilter,Active,Active,,,4089580,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete FTP file,799b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.DeleteFiles,Active,Active,,,4089579,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,789b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeUploadAll,Active,Active,,,4089578,40e6dccd-3039-ec11-b6e5-00224805ed01
Rename FTP File,03beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.RenameFile,Active,Active,,,4089577,40e6dccd-3039-ec11-b6e5-00224805ed01
Synchronize directories,779b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.SynchronizeDirectory.SynchronizeUploadExcludeFilter,Active,Active,,,4089576,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete FTP directory,769b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.DeleteDirectory,Active,Active,,,4089575,40e6dccd-3039-ec11-b6e5-00224805ed01
Change working directory,00beace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.ChangeWorkingDirectory,Active,Active,,,4089573,40e6dccd-3039-ec11-b6e5-00224805ed01
Open secure FTP connection,febdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.OpenSecureConnection.ConnectWithFtpsExplicit,Active,Active,,,4089570,40e6dccd-3039-ec11-b6e5-00224805ed01
Download file(s) from FTP,fcbdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.DownloadFiles,Active,Active,,,4089569,40e6dccd-3039-ec11-b6e5-00224805ed01
Open secure FTP connection,fbbdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.OpenSecureConnection.ConnectWithFtpsImplicit,Active,Active,,,4089568,40e6dccd-3039-ec11-b6e5-00224805ed01
Upload File(s) to FTP,fabdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.UploadFiles,Active,Active,,,4089567,40e6dccd-3039-ec11-b6e5-00224805ed01
Upload folder(s) to FTP,749b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.UploadFolders,Active,Active,,,4089566,40e6dccd-3039-ec11-b6e5-00224805ed01
Download folder(s) from FTP,759b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.DownloadFolders,Active,Active,,,4089565,40e6dccd-3039-ec11-b6e5-00224805ed01
Close connection,739b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.CloseConnection,Active,Active,,,4089564,40e6dccd-3039-ec11-b6e5-00224805ed01
Open secure FTP connection,729b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.OpenSecureConnection.ConnectWithSftpUsernameAndPassword,Active,Active,,,4089563,40e6dccd-3039-ec11-b6e5-00224805ed01
Open secure FTP connection,719b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.OpenSecureConnection.ConnectWithSftpPrivateKey,Active,Active,,,4089562,40e6dccd-3039-ec11-b6e5-00224805ed01
Open FTP connection,f3bdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.OpenConnection,Active,Active,,,4089561,40e6dccd-3039-ec11-b6e5-00224805ed01
Move folder,f1bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.Move,Active,Active,,,4089560,40e6dccd-3039-ec11-b6e5-00224805ed01
Rename folder,6e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Folder,Folder,Microsoft,Folder.Rename,Active,Active,,,4089558,40e6dccd-3039-ec11-b6e5-00224805ed01
List FTP directory,709b09e1-e2ce-ec11-a7b5-002248040e15,true,,FTP,FTP,Microsoft,FTP.ListDirectory,Active,Active,,,4089557,40e6dccd-3039-ec11-b6e5-00224805ed01
Open secure FTP connection,f2bdace1-e2ce-ec11-a7b5-00224804cf74,true,,FTP,FTP,Microsoft,FTP.OpenSecureConnection.ConnectWithSftpPrivateKeyAndPassPhrase,Active,Active,,,4089556,40e6dccd-3039-ec11-b6e5-00224805ed01
Get special folder,6f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Folder,Folder,Microsoft,Folder.GetSpecialFolder,Active,Active,,,4089555,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete folder,efbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.Delete,Active,Active,,,4089554,40e6dccd-3039-ec11-b6e5-00224805ed01
Copy folder,edbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.Copy,Active,Active,,,4089553,40e6dccd-3039-ec11-b6e5-00224805ed01
If folder exists,ebbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.IfFolderExists.Exists,Active,Active,,,4089551,40e6dccd-3039-ec11-b6e5-00224805ed01
If folder exists,e9bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.IfFolderExists.DoesNotExist,Active,Active,,,4089550,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subfolders in folder,6d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Folder,Folder,Microsoft,Folder.GetSubfolders,Active,Active,,,4089549,40e6dccd-3039-ec11-b6e5-00224805ed01
Get files in folder,eabdace1-e2ce-ec11-a7b5-00224804cf74,true,,Folder,Folder,Microsoft,Folder.GetFiles,Active,Active,,,4089548,40e6dccd-3039-ec11-b6e5-00224805ed01
Empty folder,6c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Folder,Folder,Microsoft,Folder.Empty,Active,Active,,,4089547,40e6dccd-3039-ec11-b6e5-00224805ed01
Create folder,6b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Folder,Folder,Microsoft,Folder.Create,Active,Active,,,4089546,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from CSV file,6a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.ReadFromCSVFile.ReadCSVWithCustomSeparator,Active,Active,,,4089544,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert Base64 to file,689b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.ConvertFromBase64,Active,Active,,,4089543,40e6dccd-3039-ec11-b6e5-00224805ed01
Get temporary file,e4bdace1-e2ce-ec11-a7b5-00224804cf74,true,,File,File,Microsoft,File.GetTempPath,Active,Active,,,4089542,40e6dccd-3039-ec11-b6e5-00224805ed01
Get file path part,e3bdace1-e2ce-ec11-a7b5-00224804cf74,true,,File,File,Microsoft,File.GetPathPart,Active,Active,,,4089541,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert file to Base64,e2bdace1-e2ce-ec11-a7b5-00224804cf74,true,,File,File,Microsoft,File.ConvertToBase64,Active,Active,,,4089540,40e6dccd-3039-ec11-b6e5-00224805ed01
Write to CSV file,699b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.WriteToCSVFile.WriteCSVWithCustomSeparator,Active,Active,,,4089539,40e6dccd-3039-ec11-b6e5-00224805ed01
Write to CSV file,669b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.WriteToCSVFile.WriteCSV,Active,Active,,,4089538,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from CSV file,679b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.ReadFromCSVFile.ReadCSVWithFixedColumnWidths,Active,Active,,,4089537,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from CSV file,659b09e1-e2ce-ec11-a7b5-002248040e15,true,,File,File,Microsoft,File.ReadFromCSVFile.ReadCSV,Active,Active,,,4089536,40e6dccd-3039-ec11-b6e5-00224805ed01
